"","X","Name","University","Course","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex"
"2743","53","Mohithk","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","303","ENG TEST","NA ","7.88 CGPA ",NA
"2744","54","Garvvson","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","297","TOEFL","83","6.15 CGPA ","1 month"
"2745","55","arshuuu","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","310","TOEFL","90","6.5 CGPA ","18 months"
"2746","56","Riazudeen","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","305","TOEFL","90","6.89 CGPA ","19 months"
"2747","57","iamygs","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","305","TOEFL","101","7.4 CGPA ",NA
"2748","58","Niroop","University of North Carolina at Charlotte","Management Information System","Spring 2017 ","Reject","313","TOEFL","90","59%","18 months"
"2749","59","sanhith","University of North Carolina at Charlotte","Management Information System","Spring 2017 ","Reject","300","IELTS","6.5","7.4 CGPA ","16 months"
"2750","60","Ronza3490","University of North Carolina at Charlotte","Management Information System","Spring 2017 ","Reject","290","TOEFL","86","8.25 CGPA ","48 months"
"2751","61","shanmuk91","University of North Carolina at Charlotte","Management Information System","Fall 2016 ","Reject","300","TOEFL","84","62%","42 months"
"2752","62","impratikk","University of North Carolina at Charlotte","Management Information System","Fall 2016 ","Reject","307","TOEFL","93","60%","30 months"
"2779","7","aagam5195","University of Pennsylvania","Management Information System","Fall 2016 ","Admit","317","TOEFL","104","8 CGPA ","10 months"
"2780","8","dhavalshroff.stupidsid","University of Pennsylvania","Management Information System","Fall 2013 ","Admit","317","TOEFL","108","64.30%",NA
"2819","19","Nishigandha","University of Texas at Dallas","Information Technology and Management","Fall 2019 ","Admit","N.A. ","ENG TEST","NA ","65.30%","18 months"
"2820","20","Devyani1994","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","N.A. ","TOEFL","101","72.58%","23 months"
"2821","21","amalk51","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","313","TOEFL","110","5.3 CGPA ","2 months"
"2822","22","bodepudi","University of Texas at Dallas","Information Technology and Management","Spring 2019 ","Admit","308","IELTS","7","81%","20 months"
"2823","23","Sindhuveer","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","300","TOEFL","87","63%","30 months"
"2824","24","Sohini014","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","313","TOEFL","100","65%","12 months"
"2825","25","nidhisa1989","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","306","TOEFL","96","73%","60 months"
"2826","26","saurabh199","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","7 CGPA ","60 months"
"2827","27","sureshpv","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","310","TOEFL","115","68%","16 months"
"2828","28","karthi2996","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","306","TOEFL","87","8.2 CGPA ","8 months"
"2829","29","Sammy21","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","310","TOEFL","93","87.60%","19 months"
"2830","30","GarimaK","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","308","TOEFL","98","6.94 CGPA ","36 months"
"2831","31","manya-umamahesh","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","297","TOEFL","0","57.90%","3 months"
"2832","32","somenbag","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","309","IELTS","0","72.12%","25 months"
"2833","33","bharathreddii","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","305","TOEFL","104","6.24 CGPA ",NA
"2834","34","Rushikesh420","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","298","TOEFL","0","57.43%","6 months"
"2835","35","Mitali5","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","316","TOEFL","0","7.1 CGPA ",NA
"2836","36","sankyv4","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","312","IELTS","7","7.56 CGPA ","20 months"
"2837","37","almeida","University of Texas at Dallas","Information Technology and Management","Fall 2014 ","Admit","N.A. ","IELTS","7.5","68.83%","40 months"
"2838","38","Snehaw","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Admit","299","TOEFL","97","72.30%","48 months"
"2839","40","ne89si","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Reject","295","TOEFL","84","69%","60 months"
"2840","41","Veedee","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Reject","309","TOEFL","117","70%","12 months"
"2841","42","happsa","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Reject","285","IELTS","6.5","67%","12 months"
"2842","43","Prernsha","University of Texas at Dallas","Information Technology and Management","Fall 2018 ","Reject","297","TOEFL","94","8.5 CGPA ","27 months"
"2843","44","parthvaghasiya","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","297","IELTS","6.5","7.15 CGPA ",NA
"2844","45","Nityanand2009","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","297","TOEFL","89","69%","26 months"
"2845","46","vaibhav.bavishi","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","300","TOEFL","98","7.26 CGPA ","6 months"
"2846","47","harsharma91","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","304","IELTS","7","66.50%","45 months"
"2847","48","ShreyasT","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","299","IELTS","6.5","7.52 CGPA ","4 months"
"2848","49","MananShah24","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","305","TOEFL","86","74%","36 months"
"2849","50","AshishMS","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","302","TOEFL","102","66.10%","34 months"
"2850","51","vaishya","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","301","TOEFL","106","61%","37 months"
"2851","52","adi-chauhan-1991991","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","308","TOEFL","106","74.50%","22 months"
"2852","53","rajiv6","University of Texas at Dallas","Information Technology and Management","Spring 2017 ","Reject","306","TOEFL","102","72%","40 months"
"2853","54","AvinashPallerlamudi","University of Texas at Dallas","Information Technology and Management","Spring 2017 ","Reject","300","TOEFL","86","84%","36 months"
"2854","55","Samywad91","University of Texas at Dallas","Information Technology and Management","Fall 2017 ","Reject","301","TOEFL","85","62%","37 months"
"2855","56","nickjuschill","University of Texas at Dallas","Information Technology and Management","Spring 2017 ","Reject","306","TOEFL","103","8.38 CGPA ","41 months"
"2856","57","bhavana1992","University of Texas at Dallas","Information Technology and Management","Spring 2017 ","Reject","309","TOEFL","105","62%","24 months"
"2898","22","Geethu93","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","N.A. ","TOEFL","110","7.5 CGPA ","16 months"
"2899","23","Prateeksha1","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","299","TOEFL","94","76.90%","46 months"
"2900","24","reynuca","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","304","TOEFL","99","57%","6 months"
"2901","25","pranalimore808atgmail.com","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","305","ENG TEST","NA ","7.1 CGPA ",NA
"2902","26","AishwaryaPV","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","301","TOEFL","91","58%","40 months"
"2903","27","yashhhhh","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","298","TOEFL","91","5.39 CGPA ","3 months"
"2904","28","vishalraju","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","297","TOEFL","88","60%",NA
"2905","29","niteshnm","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","310","TOEFL","115","71.50%","48 months"
"2906","30","Ajit-Kumar","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","303","TOEFL","81","75%","37 months"
"2907","31","shubhm","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","307","TOEFL","0","74%","15 months"
"2908","32","ashmarine","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","298","TOEFL","0","70%","5 months"
"2909","33","bharathreddii","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","305","TOEFL","104","6.24 CGPA ",NA
"2910","34","Rohan14","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","310","TOEFL","96","68.68%","41 months"
"2911","35","yameen","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","296","IELTS","6.5","7.95 CGPA ","19 months"
"2912","36","pawmus","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","313","TOEFL","99","8.52 CGPA ","49 months"
"2913","37","VivekShakya","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","310","TOEFL","102","59%","53 months"
"2914","38","Aayushbaid","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","299","TOEFL","105","78%","2 months"
"2915","39","drish1234","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","300","TOEFL","92","6 CGPA ","12 months"
"2916","40","sankalp2610","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","306","TOEFL","99","74%",NA
"2917","41","Raja1119","University of Texas at Arlington","Management Information System","Fall 2018 ","Admit","304","TOEFL","87","75%","32 months"
"2918","43","ChinmayArolkar","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","298","TOEFL","82","6.22 CGPA ",NA
"2919","44","hjhimanshujoshi529","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","302","TOEFL","102","5.6 CGPA ","8 months"
"2920","45","dakshgupta","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","310","TOEFL","0","7.3 CGPA ","2 months"
"2921","46","pahuja081","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","N.A. ","TOEFL","93","62%","45 months"
"2922","47","AdityaShri1995","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","296","TOEFL","90","5.67 CGPA ","8 months"
"2923","48","Cherish","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","294","TOEFL","87","69.44%","25 months"
"2924","49","Rushikesh420","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","298","TOEFL","0","57.43%","6 months"
"2925","50","ramana411","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","304","IELTS","6.5","68%","47 months"
"2926","51","manvi07","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","292","IELTS","6.5","66%","7 months"
"2927","52","Monish77","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","289","IELTS","7.5","64%","9 months"
"2928","53","Akkshayy","University of Texas at Arlington","Management Information System","Fall 2018 ","Reject","292","TOEFL","85","6.53 CGPA ","9 months"
"2929","54","gumiho","University of Texas at Arlington","Management Information System","Spring 2018 ","Reject","289","IELTS","7","78.53%","24 months"
"2930","55","Tejas S","University of Texas at Arlington","Management Information System","Spring 2018 ","Reject","291","IELTS","6.5","60%","7 months"
"2931","56","anusha0998","University of Texas at Arlington","Management Information System","Spring 2018 ","Reject","297","IELTS","6","59%","12 months"
"2932","57","memrunmayee","University of Texas at Arlington","Management Information System","Spring 2018 ","Reject","288","TOEFL","94","7.15 CGPA ",NA
"2933","58","ballog25","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","295","TOEFL","95","60%","23 months"
"2934","59","hirenp","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","307","TOEFL","84","6.3 CGPA ","24 months"
"2935","60","danishanwar","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","300","TOEFL","96","75%","60 months"
"2936","61","Rajashekar","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","297","TOEFL","79","63.23%",NA
"2937","62","SGC","University of Texas at Arlington","Management Information System","Fall 2017 ","Reject","305","IELTS","6.5","7.2 CGPA ",NA
"2979","22","omi24","University of Texas at Austin","Management Information System","Fall 2017 ","Admit","N.A. ","TOEFL","105","68%","33 months"
"2980","23","mihir0412","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","315","TOEFL","110","8.6 CGPA ","3 months"
"2981","24","Ankita Tapadia","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","318","TOEFL","0","67%","16 months"
"2982","25","VLO","University of Texas at Austin","Management Information System","Spring 2019 ","Admit","311","TOEFL","98","7 CGPA ","40 months"
"2983","26","bara","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","320","TOEFL","108","65%","41 months"
"2984","27","Badgalriri","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","328","TOEFL","0","7.6 CGPA ",NA
"2985","28","Triplek","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","311","TOEFL","102","74%","85 months"
"2986","29","TylerGAT17","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","311","TOEFL","100","8.2 CGPA ",NA
"2987","30","Pankajnarcisst","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","321","TOEFL","104","71%","76 months"
"2988","31","Anuja1011","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","309","TOEFL","103","74.10%","13 months"
"2989","32","HubbaHubba","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","321","TOEFL","104","60.32%","39 months"
"2990","33","AmanGupta95","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","324","TOEFL","0","7.85 CGPA ",NA
"2991","34","Aparna-tamu","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","314","TOEFL","96","76.80%","12 months"
"2992","35","RoshniDas","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","314","IELTS","8","77.20%","20 months"
"2993","36","gdk4850","University of Texas at Austin","Management Information System","Spring 2018 ","Admit","324","TOEFL","109","75%","40 months"
"2994","37","Hello Sam","University of Texas at Austin","Management Information System","Fall 2018 ","Admit","308","IELTS","7.5","70%","84 months"
"2995","38","Shruti1612","University of Texas at Austin","Management Information System","Fall 2017 ","Admit","316","TOEFL","115","9.3 CGPA ","27 months"
"2996","39","Akshat","University of Texas at Austin","Management Information System","Fall 2017 ","Admit","323","TOEFL","111","9.7 CGPA ","2 months"
"2997","40","AmberRaza","University of Texas at Austin","Management Information System","Fall 2017 ","Admit","314","ENG TEST","NA ","8.67 CGPA ","25 months"
"2998","41","lipisoni","University of Texas at Austin","Management Information System","Fall 2017 ","Admit","310","TOEFL","104","66%","52 months"
"2999","43","Zo","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","305","TOEFL","95","8.54 CGPA ","34 months"
"3000","44","Harishb","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","329","TOEFL","0","75%","144 months"
"3001","45","Varunreddy5","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","313","TOEFL","97","80%","25 months"
"3002","46","Amit Sachdeva","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","314","IELTS","0","76%","2 months"
"3003","47","VarunSG","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","326","TOEFL","113","7.75 CGPA ","6 months"
"3004","48","josephnp732","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","307","TOEFL","0","77.34%","1 month"
"3005","49","Sidghorawat","University of Texas at Austin","Management Information System","Fall 2018 ","Reject","311","TOEFL","91","8.44 CGPA ","20 months"
"3006","50","Abhikulk","University of Texas at Austin","Management Information System","Fall 2017 ","Reject","303","TOEFL","95","61.10%","27 months"
"3007","51","rsinha09","University of Texas at Austin","Management Information System","Fall 2016 ","Reject","313","TOEFL","103","67%","36 months"
"3008","52","ujjwalvaish","University of Texas at Austin","Management Information System","Fall 2016 ","Reject","327","TOEFL","113","8 CGPA ","30 months"
"3039","11","letters","University of Utah","Management Information System","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","9 CGPA ",NA
"3040","12","Jaiwant","University of Utah","Management Information System","Fall 2018 ","Admit","301","TOEFL","93","83.50%","20 months"
"3041","13","deep0903","University of Utah","Management Information System","Fall 2018 ","Admit","302","IELTS","7.5","63.20%","32 months"
"3042","14","MAnkeerat","University of Utah","Management Information System","Fall 2018 ","Admit","300","TOEFL","99","7.14 CGPA ","39 months"
"3043","15","gellaa","University of Utah","Management Information System","Fall 2018 ","Admit","N.A. ","IELTS","6.5","73%","37 months"
"3044","16","akhilesh910","University of Utah","Management Information System","Fall 2018 ","Admit","307","TOEFL","97","67%","48 months"
"3045","17","mohitghodake","University of Utah","Management Information System","Fall 2018 ","Admit","311","TOEFL","98","7.31 CGPA ","25 months"
"3046","18","Snehaw","University of Utah","Management Information System","Fall 2018 ","Admit","299","TOEFL","97","72.30%","48 months"
"3047","19","Triplek","University of Utah","Management Information System","Fall 2018 ","Admit","311","TOEFL","102","74%","85 months"
"3048","20","Avanti Parchand","University of Utah","Management Information System","Fall 2018 ","Admit","314","TOEFL","99","65%","30 months"
"3049","21","Girih","University of Utah","Management Information System","Fall 2018 ","Admit","307","TOEFL","101","8.63 CGPA ","45 months"
"3050","22","SauravD","University of Utah","Management Information System","Fall 2018 ","Admit","323","TOEFL","108","7.7 CGPA ",NA
"3051","23","cmpandya29","University of Utah","Management Information System","Fall 2018 ","Admit","304","TOEFL","0","7.13 CGPA ","38 months"
"3052","24","Prakirn","University of Utah","Management Information System","Fall 2018 ","Admit","321","TOEFL","104","6.541 CGPA ","2 months"
"3053","25","pratzpurohit","University of Utah","Management Information System","Fall 2018 ","Admit","313","TOEFL","109","81.74%","25 months"
"3054","26","sammi","University of Utah","Management Information System","Fall 2018 ","Admit","297","IELTS","0","87%","7 months"
"3055","27","Sukrit07","University of Utah","Management Information System","Fall 2018 ","Admit","324","TOEFL","109","6.2 CGPA ","40 months"
"3056","28","Saikumar91","University of Utah","Management Information System","Fall 2018 ","Admit","297","TOEFL","81","62%","46 months"
"3057","29","harshu31","University of Utah","Management Information System","Fall 2018 ","Admit","311","TOEFL","102","9.06 CGPA ","11 months"
"3058","30","bara","University of Utah","Management Information System","Fall 2018 ","Admit","320","TOEFL","108","65%","41 months"
"3059","32","ALI52","University of Utah","Management Information System","Fall 2018 ","Reject","309","TOEFL","0","6.03 CGPA ","28 months"
"3060","33","Mano007","University of Utah","Management Information System","Fall 2018 ","Reject","307","IELTS","7","77.29%","28 months"
"3061","34","abhijay22","University of Utah","Management Information System","Fall 2018 ","Reject","319","TOEFL","101","6.57 CGPA ","15 months"
"3062","35","BillaOnline","University of Utah","Management Information System","Fall 2017 ","Reject","316","TOEFL","94","55%",NA
"3063","36","ezhilarasanelec","University of Utah","Management Information System","Fall 2017 ","Reject","302","TOEFL","99","6.7 CGPA ","22 months"
"3064","37","SridharRamesh","University of Utah","Management Information System","Fall 2017 ","Reject","312","TOEFL","90","8.5 CGPA ","30 months"
"3065","38","Anurag K S","University of Utah","Management Information System","Fall 2017 ","Reject","304","TOEFL","84","72%","18 months"
"3066","39","Megan D'souza ","University of Utah","Management Information System","Fall 2017 ","Reject","305","TOEFL","102","7.95 CGPA ","15 months"
"3067","40","slodh","University of Utah","Management Information System","Fall 2017 ","Reject","316","TOEFL","96","7.32 CGPA ","35 months"
"3068","41","plavie","University of Utah","Management Information System","Fall 2017 ","Reject","303","TOEFL","93","7.46 CGPA ","1 month"
"3069","42","Garvvson","University of Utah","Management Information System","Fall 2017 ","Reject","297","TOEFL","83","6.15 CGPA ","1 month"
"3070","43","mgangrade7","University of Utah","Management Information System","Fall 2017 ","Reject","299","TOEFL","89","69.06%","33 months"
"3071","44","Gowrisankar ","University of Utah","Management Information System","Fall 2017 ","Reject","300","TOEFL","97","79.43%","58 months"
"3072","45","MugdhaDeshpande","University of Utah","Management Information System","Spring 2017 ","Reject","309","TOEFL","96","65%","18 months"
"3073","46","bhavesh.bendale","University of Utah","Management Information System","Spring 2017 ","Reject","302","TOEFL","91","64%","67 months"
"3115","22","DarshG","University of Washington","Management Information System","Fall 2018 ","Admit","315","TOEFL","101","9.81 CGPA ",NA
"3116","23","Meenu95","University of Washington","Management Information System","Fall 2018 ","Admit","323","TOEFL","99","7.38 CGPA ","18 months"
"3117","24","Amarjeetcheema","University of Washington","Management Information System","Fall 2018 ","Admit","316","TOEFL","97","70%","31 months"
"3118","25","Amratansh","University of Washington","Management Information System","Fall 2018 ","Admit","317","TOEFL","96","9.586 CGPA ",NA
"3119","26","Samra ","University of Washington","Management Information System","Fall 2018 ","Admit","316","TOEFL","112","8.48 CGPA ","21 months"
"3120","27","Prakirn","University of Washington","Management Information System","Fall 2018 ","Admit","321","TOEFL","104","6.541 CGPA ","2 months"
"3121","28","heenal211","University of Washington","Management Information System","Fall 2018 ","Admit","313","TOEFL","100","7.65 CGPA ",NA
"3122","29","Ankeet1406","University of Washington","Management Information System","Fall 2018 ","Admit","326","TOEFL","111","60.10%","42 months"
"3123","30","Animesh1990","University of Washington","Management Information System","Fall 2018 ","Admit","329","TOEFL","114","7.2 CGPA ","51 months"
"3124","31","GauravDharra","University of Washington","Management Information System","Fall 2018 ","Admit","313","ENG TEST","NA ","75%","38 months"
"3125","32","rahulrzende","University of Washington","Management Information System","Fall 2018 ","Admit","332","TOEFL","116","8.77 CGPA ","31 months"
"3126","33","Hardit","University of Washington","Management Information System","Fall 2018 ","Admit","324","TOEFL","114","8.3 CGPA ","30 months"
"3127","34","ShrutiCh","University of Washington","Management Information System","Spring 2018 ","Admit","318","ENG TEST","NA ","8.9 CGPA ","40 months"
"3128","35","bara","University of Washington","Management Information System","Fall 2018 ","Admit","320","TOEFL","108","65%","41 months"
"3129","36","vinnysai","University of Washington","Management Information System","Fall 2018 ","Admit","330","TOEFL","110","8.4 CGPA ","30 months"
"3130","37","kurawadwala","University of Washington","Management Information System","Fall 2018 ","Admit","N.A. ","TOEFL","108","68.34%","54 months"
"3131","38","Apchin","University of Washington","Management Information System","Fall 2017 ","Admit","307","TOEFL","99","9 CGPA ","36 months"
"3132","39","nebaditanayak","University of Washington","Management Information System","Fall 2017 ","Admit","320","TOEFL","103","7.85 CGPA ","52 months"
"3133","40","himanshua2011","University of Washington","Management Information System","Fall 2017 ","Admit","313","TOEFL","104","66.74%","20 months"
"3134","41","sathwik7vk","University of Washingto","n Management Information System","Fall 2017 ","Admit","322","TOEFL","109","90.81%","25 months"
"3135","43","ishabandi","University of Washington","Management Information System","Fall 2018 ","Reject","319","TOEFL","117","8.44 CGPA ","4 months"
"3136","44","MayurDevil","University of Washington","Management Information System","Fall 2018 ","Reject","319","TOEFL","112","7.52 CGPA ","35 months"
"3137","45","KoSanjana","University of Washington","Management Information System","Fall 2018 ","Reject","305","TOEFL","109","86%","25 months"
"3138","46","noogler","University of Washington","Management Information System","Fall 2018 ","Reject","315","TOEFL","102","6.76 CGPA ","19 months"
"3139","47","theharishkm","University of Washington","Management Information System","Fall 2018 ","Reject","N.A. ","TOEFL","104","8.15 CGPA ","33 months"
"3140","48","Himanshi22","University of Washington","Management Information System","Fall 2018 ","Reject","314","TOEFL","100","76%","41 months"
"3141","49","TheAmerican","University of Washington","Management Information System","Fall 2018 ","Reject","312","TOEFL","108","72%","67 months"
"3142","50","anadirastogi47","University of Washington","Management Information System","Fall 2018 ","Reject","315","TOEFL","109","6.72 CGPA ","29 months"
"3143","51","Gnanendratr","University of Washington","Management Information System","Fall 2018 ","Reject","319","TOEFL","105","7.61 CGPA ","40 months"
"3144","52","Vedang07","University of Washington","Management Information System","Fall 2018 ","Reject","317","TOEFL","108","8.2 CGPA ",NA
"3145","53","Ankita Tapadia","University of Washington","Management Information System","Fall 2018 ","Reject","318","TOEFL","0","67%","16 months"
"3146","54","Aashay Kedar","University of Washington","Management Information System","Fall 2018 ","Reject","313","TOEFL","104","7.2 CGPA ","19 months"
"3147","55","shivambindal","University of Washington","Management Information System","Fall 2018 ","Reject","316","TOEFL","101","81%","15 months"
"3148","56","HimanshiM","University of Washington","Management Information System","Fall 2018 ","Reject","313","TOEFL","109","7.5 CGPA ","16 months"
"3149","57","Adyasha1094","University of Washington","Management Information System","Fall 2018 ","Reject","318","TOEFL","118","8.43 CGPA ","30 months"
"3150","58","Asmita10","University of Washington","Management Information System","Fall 2018 ","Reject","312","TOEFL","110","7.62 CGPA ","2 months"
"3151","59","darshit96","University of Washington","Management Information System","Fall 2018 ","Reject","322","TOEFL","104","8.3 CGPA ",NA
"3152","60","JaySomaiya","University of Washington","Management Information System","Fall 2018 ","Reject","317","TOEFL","110","6.93 CGPA ","25 months"
"3153","61","Varuntan","University of Washington","Management Information System","Fall 2018 ","Reject","308","TOEFL","98","65%","25 months"
"3154","62","Tanya13","University of Washington","Management Information System","Fall 2018 ","Reject","315","TOEFL","112","8.24 CGPA ","1 month"
"3186","12","Apu0929","University of Washington","Information Management","Fall 2018 ","Admit","326","TOEFL","115","9.38 CGPA ","1 month"
"3187","13","Bittu970","University of Washington","Information Management","Fall 2018 ","Admit","316","TOEFL","111","8.64 CGPA ","1 month"
"3188","14","Harishb","University of Washington","Information Management","Fall 2018 ","Admit","329","TOEFL","0","75%","144 months"
"3189","15","saylo2007","University of Washington","Information Management","Fall 2018 ","Admit","324","TOEFL","117","8.49 CGPA ","8 months"
"3190","16","nadia92","University of Washington","Information Management","Fall 2018 ","Admit","325","TOEFL","102","7.34 CGPA ","35 months"
"3191","17","MayureshRM","University of Washington","Information Management","Fall 2018 ","Admit","318","TOEFL","0","73.50%","33 months"
"3192","18","Veedee","University of Washington","Information Management","Fall 2018 ","Admit","309","TOEFL","117","70%","12 months"
"3193","19","vishal khatri","University of Washington","Information Management","Fall 2018 ","Admit","326","TOEFL","113","68.50%","44 months"
"3194","20","manasTri","University of Washington","Information Management","Fall 2018 ","Admit","322","TOEFL","110","81.60%","24 months"
"3195","21","Ashwin Srinivas","University of Washington","Information Management","Fall 2018 ","Admit","307","TOEFL","107","69%","19 months"
"3196","22","achyuth1991","University of Washington","Information Management","Fall 2018 ","Admit","320","ENG TEST","NA ","6.41 CGPA ",NA
"3197","23","Krutika93","University of Washington","Information Management","Fall 2018 ","Admit","315","TOEFL","105","7.42 CGPA ",NA
"3198","24","ajin22","University of Washington","Information Management","Fall 2018 ","Admit","322","TOEFL","114","64%","29 months"
"3199","25","Poseidon","University of Washington","Information Management","Fall 2018 ","Admit","321","TOEFL","109","60%","29 months"
"3200","26","MeenalKhandelwal","University of Washington","Information Management","Fall 2018 ","Admit","321","TOEFL","112","73.24%","32 months"
"3201","27","clinton30","University of Washington","Information Management","Fall 2018 ","Admit","317","TOEFL","114","61.52%","36 months"
"3202","28","Rids156","University of Washington","Information Management","Fall 2018 ","Admit","304","TOEFL","104","7.33 CGPA ","44 months"
"3203","29","Anju1234","University of Washington","Information Management","Fall 2018 ","Admit","319","TOEFL","113","73.40%","26 months"
"3204","30","AnujC","University of Washington","Information Management","Fall 2018 ","Admit","325","TOEFL","115","9.12 CGPA ","4 months"
"3205","31","AndyDck","University of Washington","Information Management","Fall 2018 ","Admit","329","TOEFL","114","7.2 CGPA ","54 months"
"3206","33","rdbokhi","University of Washington","Information Management","Fall 2018 ","Reject","318","TOEFL","112","70%","11 months"
"3207","34","RohitN","University of Washington","Information Management","Fall 2017 ","Reject","311","TOEFL","107","52%","35 months"
"3208","35","four123","University of Washington","Information Management","Fall 2018 ","Reject","315","TOEFL","0","6.93 CGPA ","2 months"
"3209","36","AnkitaGosain","University of Washington","Information Management","Fall 2018 ","Reject","313","TOEFL","107","8.96 CGPA ",NA
"3210","37","sharan12345","University of Washington","Information Management","Fall 2018 ","Reject","315","TOEFL","112","65%","12 months"
"3211","38","Vaidhyanathan","University of Washington","Information Management","Fall 2018 ","Reject","317","TOEFL","0","9.16 CGPA ","20 months"
"3212","39","lalits","University of Washington","Information Management","Fall 2018 ","Reject","321","TOEFL","112","63%","60 months"
"3213","40","JanhaviDeshpande","University of Washington","Information Management","Fall 2018 ","Reject","317","TOEFL","118","3.14 CGPA ","6 months"
